x_idx,y_idx,Fertility Capability Classification,Soil Nitrogen,Soil Phosphorous,Soil Potassium,Soil pH,fcc_description,fcc_al_toxicity,fcc_calcareous,fcc_gravelly,fcc_high_erosion_risk_-_shallow_depth,fcc_high_erosion_risk_-_steep_slope,fcc_high_erosion_risk_-_textual_contrast,fcc_high_leaching_potential,fcc_low_k,fcc_no_constraints,fcc_no_data,fcc_shallow,fcc_slope,fcc_sulfidic,country
0,0,512,59.340286,3.0551999,17.174145,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,1,512,59.340286,3.0551999,17.174145,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,2,512,59.340286,3.481689,17.174145,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,3,512,72.69979,3.0551999,17.174145,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,4,512,53.59815,3.0551999,17.174145,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,5,512,65.68633,3.0551999,17.174145,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,6,512,28.9641,3.0551999,17.174145,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,7,512,32.11545,3.0551999,17.174145,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,8,512,59.340286,3.481689,15.444647,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,9,512,59.340286,3.481689,15.444647,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,10,512,80.45087,3.9530325,15.444647,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,11,512,72.69979,3.481689,15.444647,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,12,512,65.68633,3.481689,17.174145,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,13,512,53.59815,3.481689,17.174145,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,14,512,80.45087,3.481689,19.085537,6.5,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,15,512,59.340286,3.481689,17.174145,6.5,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,16,512,43.701183,4.4739475,17.174145,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,17,512,43.701183,4.4739475,17.174145,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,18,512,39.447304,3.9530325,15.444647,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,19,512,48.40245,3.481689,15.444647,6.5,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,20,512,59.340286,3.481689,15.444647,6.5,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,21,512,53.59815,3.0551999,15.444647,6.5,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,22,512,65.68633,3.481689,15.444647,6.5,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,23,512,39.447304,3.481689,13.879732,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,24,512,53.59815,3.0551999,13.879732,6.5,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,25,512,48.40245,3.0551999,13.879732,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,26,512,48.40245,3.0551999,13.879732,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,27,512,43.701183,3.0551999,13.879732,6.4,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,28,512,39.447304,3.481689,13.879732,6.6,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,29,512,59.340286,2.6692967,13.879732,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,30,512,43.701183,2.6692967,15.444647,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,31,512,48.40245,3.0551999,13.879732,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,32,512,39.447304,2.6692967,12.463738,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,33,512,48.40245,3.0551999,12.463738,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,34,512,48.40245,3.0551999,12.463738,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,35,512,32.11545,2.6692967,11.182494,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,36,512,35.598236,2.6692967,11.182494,7.0,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,37,512,28.9641,2.6692967,12.463738,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,38,512,19.085537,2.0041661,12.463738,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,39,1536,15.444647,2.320117,12.463738,6.8,"Low K, High leaching potential",0,0,0,0,0,0,1,1,0,0,0,0,0,مصر
0,40,512,19.085537,2.320117,11.182494,7.0,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,41,512,32.11545,2.6692967,11.182494,7.0,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,42,512,21.19795,2.6692967,11.182494,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,43,512,21.19795,2.6692967,11.182494,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,44,512,26.112638,2.6692967,11.182494,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,45,512,26.112638,2.6692967,11.182494,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,46,512,28.9641,3.0551999,12.463738,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,47,512,23.53253,2.6692967,11.182494,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,48,512,26.112638,3.0551999,12.463738,6.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,49,512,48.40245,2.6692967,12.463738,7.0,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,50,512,59.340286,2.6692967,12.463738,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,51,512,59.340286,2.6692967,12.463738,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,52,512,53.59815,2.6692967,12.463738,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,53,512,53.59815,2.6692967,11.182494,6.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
0,54,512,53.59815,2.6692967,12.463738,6.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,مصر
