x_idx,y_idx,Fertility Capability Classification,Soil Nitrogen,Soil Phosphorous,Soil Potassium,Soil pH,fcc_description,fcc_al_toxicity,fcc_calcareous,fcc_gravelly,fcc_high_erosion_risk_-_shallow_depth,fcc_high_erosion_risk_-_steep_slope,fcc_high_erosion_risk_-_textual_contrast,fcc_high_leaching_potential,fcc_low_k,fcc_no_constraints,fcc_no_data,fcc_shallow,fcc_slope,fcc_sulfidic,country
0,0,512,1997.1959,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,1,512,1479.2999,8.025014,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,2,512,2439.602,8.025014,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,3,512,1807.0424,8.025014,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,4,512,1807.0424,7.16617,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,5,512,1634.9844,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,6,512,1997.1959,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,7,512,1997.1959,6.389056,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,8,512,1997.1959,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,9,512,2696.2822,8.025014,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,10,512,2439.602,8.025014,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,11,512,1997.1959,8.974182,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,12,512,1997.1959,8.974182,89.01713,5.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,13,512,2439.602,8.025014,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,14,512,2207.348,7.16617,98.484314,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,15,512,1634.9844,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,16,512,1997.1959,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,17,512,1997.1959,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,18,512,1479.2999,6.389056,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,19,512,1338.4308,6.389056,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,20,512,1095.6332,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,21,512,1997.1959,6.389056,80.45087,5.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,22,512,1807.0424,5.6858945,80.45087,5.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,23,512,1095.6332,7.16617,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,24,512,1479.2999,5.6858945,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,25,512,1338.4308,6.389056,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,26,512,1479.2999,6.389056,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,27,512,1479.2999,7.16617,80.45087,5.9,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,28,512,1210.967,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,29,512,1210.967,7.16617,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,30,512,1807.0424,8.974182,89.01713,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,31,512,1997.1959,8.025014,80.45087,5.8,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,32,512,2207.348,8.025014,80.45087,5.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
0,33,512,1807.0424,7.16617,80.45087,5.7,Low K,0,0,0,0,0,0,0,1,0,0,0,0,0,Tanzania
